T edge 2path 3path 3clique 3star 4path 4cycle 4star 4Y 4kite 4clique 5path 5cycle 5star
3.400000000000000000e+01 4.029408024093870666e-01 3.211931740089145060e-01 3.207495204780543285e-01 3.004893895733732334e-01 3.080139764770553068e-01  3.524261294014396917e-01 3.341918993250610814e+00 3.311423973261818920e-01 3.309070525631012116e-01 1.292701554517205198e-01 6.320761042037346442e+02 2.056702842924269525e+00 4.188593829282826753e-01 4.123510296630879535e-01
3.500000000000000000e+01 3.729003618056419556e-01 2.751906759771257094e-01 2.546279433132633274e-01 2.660213353490060717e-01 2.414016932078149880e-01  2.599673804931529886e-01 2.497229836222572441e+00 2.373114658713005309e-01 2.399102507580904708e-01 1.066370108034166431e-01 3.606879245050160989e+02 1.373234589549106044e+00 2.718055637394211632e-01 2.782863108067638591e-01
3.600000000000000000e+01 3.460683751132994090e-01 2.374175294339272990e-01 2.044391460171505193e-01 2.368834319261231836e-01 1.912648192962696225e-01  1.948070356358813093e-01 1.898076591576684180e+00 1.726250914459347419e-01 1.765912645925919455e-01 8.863180660944328104e-02 2.118144809019085244e+02 9.443900700445524432e-01 1.799435659369574281e-01 1.920242933357985404e-01
3.700000000000000000e+01 3.219957366316551495e-01 2.061398358136556364e-01 1.658601304401362553e-01 2.120587833080210816e-01 1.530596138902999281e-01  1.481045877378604769e-01 1.465298743814770877e+00 1.273027849346150542e-01 1.318021758801163901e-01 7.417919449841815782e-02 1.277070497996828209e+02 6.672787289218138351e-01 1.213278774620568379e-01 1.352171869175849972e-01
3.800000000000000000e+01 3.003103240126984153e-01 1.800395493807301350e-01 1.358585544163105896e-01 1.907571994264526949e-01 1.236140562486442857e-01  1.141076456140532325e-01 1.147432127838037497e+00 9.507130804572057337e-02 9.963810723406521519e-02 6.248160318817653353e-02 7.888460890416831717e+01 4.832591951675052067e-01 8.319127137315582288e-02 9.700248878482728432e-02
3.900000000000000000e+01 2.807015590520602344e-01 1.581035915233236777e-01 1.122754413166296844e-01 1.723581442972857425e-01 1.006807760631534959e-01  8.900210538513717018e-02 9.103440474185843234e-01 7.183236397758920033e-02 7.621617662339225108e-02 5.294082385085090159e-02 4.982718230173348672e+01 3.579266726196063120e-01 5.793083790785133469e-02 7.078678209667851884e-02
4.000000000000000000e+01 2.629084790745175315e-01 1.395452725546395822e-01 9.355228149853017650e-02 1.563695199269501124e-01 8.264561371974665782e-02  7.021463131366076360e-02 7.309745600469768068e-01 5.486269006622055550e-02 5.893895821245336009e-02 4.510346566568154691e-02 3.212912751493266938e+01 2.705419648705059688e-01 4.092074349475401107e-02 5.247486087768752500e-02
4.100000000000000000e+01 2.467104339227252918e-01 1.237478702443992745e-01 7.854953858280115664e-02 1.423975162199593303e-01 6.833443325730922946e-02  5.598076717813584013e-02 5.934752570992144483e-01 4.232402417519880167e-02 4.604109665778883392e-02 3.862252792476307539e-02 2.111665707428015182e+01 2.082827192327929011e-01 2.929014283508441299e-02 3.946856024668447815e-02
4.200000000000000000e+01 2.319197668594721873e-01 1.102236184084670056e-01 6.642404647315647281e-02 1.301242975418529513e-01 5.688306159191448830e-02  4.507238956833352350e-02 4.867791926665614444e-01 3.295723934852398673e-02 3.630491864855396600e-02 3.323000003256020018e-02 1.412682304760494034e+01 1.630308706159469823e-01 2.122436331836493467e-02 3.008674146722391599e-02
4.300000000000000000e+01 2.183760089550529082e-01 9.858355443152906628e-02 5.654497600624147635e-02 1.192913084593986150e-01 4.764845276720404421e-02  3.662264731064650281e-02 4.030428741987536201e-01 2.588808411205651902e-02 2.887889976572233577e-02 2.871710310196971816e-02 9.607563355019452800e+00 1.295310356631064197e-01 1.555664646146087161e-02 2.322156927404844112e-02
4.400000000000000000e+01 2.059412385038754401e-01 8.851511284142733749e-02 4.843545142113687280e-02 1.096866557936022196e-01 4.014718717644544244e-02  3.001164875206300403e-02 3.366299292852162894e-01 2.050179090944322796e-02 2.315988140561640179e-02 2.491988995419592429e-02 6.634956151540056801e+00 1.043092474205225967e-01 1.152484086617711935e-02 1.813048542396978463e-02
4.500000000000000000e+01 1.944963448448839283e-01 7.976530800856183878e-02 4.173147009836822990e-02 1.011354801704825168e-01 3.401235517995349761e-02  2.479065827899853275e-02 2.834373139353197901e-01 1.636090466129884805e-02 1.871547734806694105e-02 2.170864487902647577e-02 4.648043909811002017e+00 8.502366662701144051e-02 8.623688456754341827e-03 1.430781538081722648e-02
4.600000000000000000e+01 1.839379998641122727e-01 7.212799315628970476e-02 3.615265220474381952e-02 9.349254258634338843e-02 2.896297094347915352e-02  2.063109926226727037e-02 2.404417977554212937e-01 1.315066709903033558e-02 1.523222273630614812e-02 1.898000657295077775e-02 3.299900535523160094e+00 7.006634114689828940e-02 6.513582968209161682e-03 1.140406120999743096e-02
4.700000000000000000e+01 1.741761874089300388e-01 6.543412245431423635e-02 3.148118032124839344e-02 8.663646803682799324e-02 2.478203371160050961e-02  1.728977853605362033e-02 2.053903463754044312e-01 1.064223165118402016e-02 1.248045902890024608e-02 1.665106233375224579e-02 2.372228646499623395e+00 5.831401510531548926e-02 4.963293165825681877e-03 9.174294243397301818e-03
4.800000000000000000e+01 1.651321756587263712e-01 5.954424660316957191e-02 2.754647632237927288e-02 8.046524011118373620e-02 2.130062727030715419e-02  1.458486932609647131e-02 1.765859039458032853e-01 8.667577290167342505e-03 1.029025269285454777e-02 1.465488278871870421e-02 1.725423429971286282e+00 4.896923266897196952e-02 3.813459404846372518e-03 7.444622047964720435e-03
4.900000000000000000e+01 1.567368435386811421e-01 5.434268444030532913e-02 2.421394214930832831e-02 7.489264810490693647e-02 1.838628241908821931e-02  1.237912476016528492e-02 1.527373080302839026e-01 7.102199141151344965e-03 8.534684488638387412e-03 1.293711880461481493e-02 1.268835039869540715e+00 4.145719505421625178e-02 2.952996863470985084e-03 6.090069265397761965e-03
5.000000000000000000e+01 1.489292919039693075e-01 4.973296288201098370e-02 2.137660943579365591e-02 6.984546530530608144e-02 1.593438060957788963e-02  1.056801210442117646e-02 1.328528852388224935e-01 5.853032547217618640e-03 7.118123670006694728e-03 1.145338828746435972e-02 9.427519949331227833e-01 3.535766942287230791e-02 2.303637143587114727e-03 5.019779432773137894e-03
5.100000000000000000e+01 1.416556851507798920e-01 4.563422435462282517e-02 1.894889188451939765e-02 6.526119286187238855e-02 1.386174849552119018e-02  9.071235528061711087e-03 1.161641675942047119e-01 4.849940110258249212e-03 5.967913202964007617e-03 1.016725514000532855e-02 7.073073262533393635e-01 3.035931459601574553e-02 1.809673373188392656e-03 4.166981912084075958e-03
5.200000000000000000e+01 1.348682803426915489e-01 4.197837780763728072e-02 1.686187192858347797e-02 6.108624434617226234e-02 1.210184555859257841e-02  7.826618462422343936e-03 1.020706228867551413e-01 4.039651137188992810e-03 5.028414926619384669e-03 9.048655556437331174e-03 5.355421554720865007e-01 2.622857723024562757e-02 1.431076179610256665e-03 3.482103517874630613e-03
5.300000000000000000e+01 1.285246097571024482e-01 3.870782531221038381e-02 1.505971682646504647e-02 5.727447606350163228e-02 1.060112031720016751e-02  6.785646495947683307e-03 9.009920836439325176e-02 3.381406655396647972e-03 4.256704588399416039e-03 8.072664721658844023e-03 4.090055778019761612e-01 2.278820522095211312e-02 1.138820503440079361e-03 2.927982723803260797e-03
5.400000000000000000e+01 1.225867896009134317e-01 3.577363722865570944e-02 1.349693315785690552e-02 5.378599041539440517e-02 9.316230895483895366e-03  5.910190600413439514e-03 7.987449078177204231e-02 2.843802288962884312e-03 3.619431794151701208e-03 7.218524344571377975e-03 3.149250392203650217e-01 1.990220229542014746e-02 9.116794733090861349e-04 2.476507128254451517e-03
5.500000000000000000e+01 1.170209329923981856e-01 3.313407920898885084e-02 1.213624864682107118e-02 5.058615624802162425e-02 8.211909995188891240e-03  5.170077355280011493e-03 7.109637343915851948e-02 2.402480283066583434e-03 3.090510211670273628e-03 6.468871377774887063e-03 2.443629612813137120e-01 1.746515686209957827e-02 7.340026169833310538e-04 2.106225659908591945e-03
5.600000000000000000e+01 1.117966495099554508e-01 3.075341685197477068e-02 1.094696693647956992e-02 4.764480266046499518e-02 7.259313902149236268e-03  4.541272479354685129e-03 6.352335151513482936e-02 2.038428819547893640e-03 2.649404803549597689e-03 5.809122895128674205e-03 1.910010367057889957e-01 1.539458084693379365e-02 5.941614847114394483e-04 1.800635781956644917e-03
5.700000000000000000e+01 1.068866169321565918e-01 2.860094074650200435e-02 9.903681500270914220e-03 4.493555226526024099e-02 6.434737671033710638e-03  4.004512282009100102e-03 5.695982116102741438e-02 1.736719315941407434e-03 2.279852031628337283e-03 5.226982905967316601e-03 1.503290809439558340e-01 1.362534584593538822e-02 4.834523271800439002e-04 1.546943065869775839e-03
5.800000000000000000e+01 1.022662134359678954e-01 2.665016742097390742e-02 8.985264136993900350e-03 4.243526716829091466e-02 5.718609216030191497e-03  3.544264929446868089e-03 5.124638655702880297e-02 1.485562136954617952e-03 1.968896599005674850e-03 4.712044931052471533e-03 1.190977910165414017e-01 1.210559816113909726e-02 3.953147481304592923e-04 1.335154651672988213e-03
5.900000000000000000e+01 9.791320063205762037e-02 2.487818143802102838e-02 8.174064777961412287e-03 4.012358653116275542e-02 5.094697214611533000e-03  3.147936461747082026e-03 4.625240218272944070e-02 1.275595560643244314e-03 1.706161392284801523e-03 4.255470196724567104e-03 9.494564270617807111e-02 1.079372851577060227e-02 3.247707745716759461e-04 1.157410963442203180e-03
6.000000000000000000e+01 9.380744951267611098e-02 2.326509131532192645e-02 7.455274930265850045e-03 3.798253891060471982e-02 4.549483938819780596e-03  2.805259791065564234e-03 4.187019456320935362e-02 1.099346862452297690e-03 1.483290491942415362e-03 3.849725854235329196e-03 7.614195116139095554e-02 9.656102064677551250e-03 2.680190110762435836e-04 1.007488984930767113e-03
6.100000000000000000e+01 8.993070275712664041e-02 2.179357768433562784e-02 6.816418593257224899e-03 3.599621594206692948e-02 4.071666058365423432e-03  2.507821475747322969e-03 3.801055528057765281e-02 9.508212887328483087e-04 1.293521526775839696e-03 3.488371085869835207e-03 6.140823002601806385e-02 8.665342125169863546e-03 2.221388061344380181e-04 8.804301405129491206e-04
6.200000000000000000e+01 8.626636795045426742e-02 2.044851653833589314e-02 6.246943044071689467e-03 3.415049657559501850e-02 3.651755302247495713e-03  2.248692939971697318e-03 3.459920307364146991e-02 8.251866887146562654e-04 1.131355344140518721e-03 3.165881597808362872e-03 4.979285201864668692e-02 7.799021127051224307e-03 1.848730702472685904e-04 7.722594259335167216e-04
6.300000000000000000e+01 8.279933717567543316e-02 1.921666387955610691e-02 5.737888293291335678e-03 3.243281315136312126e-02 3.281757463381790568e-03  2.022141388099541522e-03 3.157398967569518405e-02 7.185301522362474731e-04 9.922993690921915778e-04 2.877505026155635203e-03 4.058233900395151472e-02 7.038653828440512121e-03 1.544677462838972386e-04 6.797718897206157795e-04
6.400000000000000000e+01 7.951582917997183919e-02 1.808639078382976925e-02 5.281618836092909393e-03 3.083195224789755592e-02 2.954913185066808216e-03  1.823401908105852769e-03 2.888268013922182936e-02 6.276691792384429596e-04 8.726671051756144590e-04 2.619141347632262130e-03 3.323805282214425949e-02 6.368916879898080252e-03 1.295523788538799174e-04 6.003692004940167993e-04
6.500000000000000000e+01 7.640325092320617018e-02 1.704746003332409388e-02 4.871604980189655001e-03 2.933788454501849371e-02 2.665487711115728173e-03  1.648496836922176256e-03 2.648117966380884175e-02 5.500043887109063324e-04 7.694206603310651529e-04 2.387243601521982228e-03 2.735065315922486501e-02 5.777039314399057442e-03 1.090507039780731633e-04 5.319337298879658806e-04
6.600000000000000000e+01 7.345007581846463296e-02 1.609083715474951201e-02 4.502243818726508855e-03 2.794161898976034106e-02 2.408599625908976107e-03  1.494091840239968440e-03 2.433210951730506791e-02 4.834040474531606994e-04 6.800464323910393287e-04 2.178735177645571217e-03 2.260708611537683155e-02 5.252323145217531290e-03 9.211331112243935240e-05 4.727309297389538302e-04
6.700000000000000000e+01 7.064573638935504885e-02 1.520853004116144019e-02 4.168712052697868403e-03 2.663507739362754381e-02 2.180080784346966755e-03  1.357380670569178788e-03 2.240365744627865682e-02 4.261131043348540069e-04 6.024564895674221036e-04 1.990940668621039248e-03 1.876648068477891965e-02 4.785763756753260052e-03 7.806663626575631692e-05 4.213331900307137933e-04
6.800000000000000000e+01 6.798052941358949386e-02 1.439345240599486028e-02 3.866844514122218680e-03 2.541098626712898559e-02 1.976361301817006980e-03  1.235992445095343822e-03 2.066864509489254806e-02 3.766811945627177916e-04 5.349099655931220318e-04 1.821527870404166579e-03 1.564242602673714816e-02 4.369747392195948675e-03 6.637411137261788649e-05 3.765601083543495945e-04
6.900000000000000000e+01 6.544553190987008329e-02 1.363930717648745294e-02 3.593033517058405891e-03 2.426278324637348716e-02 1.794374764177521231e-03  1.127916697559961257e-03 1.910376788903414905e-02 3.339054017678662182e-04 4.759501231340872314e-04 1.668458978629378973e-03 1.308985275432653084e-02 3.997808615582720479e-03 5.660641541697244788e-05 3.374313742471714631e-04
7.000000000000000000e+01 6.303252656559731049e-02 1.294048662503645766e-02 3.344145157006345181e-03 2.318453591294509716e-02 1.631479818932072895e-03  1.031442527304987904e-03 1.768897267658508035e-02 2.967845559244359577e-04 4.243537421593226392e-04 1.529949396693426221e-03 1.099525953478632488e-02 3.664434735756699323e-03 4.841857800555580840e-05 3.031294067865758501e-04
7.100000000000000000e+01 6.073393540477407815e-02 1.229198659609574695e-02 3.117449456605983493e-03 2.217087117281096864e-02 1.485395089596674946e-03  9.451089820947142055e-04 1.640694593364470585e-02 2.644825900103432281e-04 3.790902484143228077e-04 1.404432865570152391e-03 9.269386801805981971e-03 3.364907233780958015e-03 4.153227011331488188e-05 2.729695753147277372e-04
7.200000000000000000e+01 5.854276066543223633e-02 1.168933264003712245e-02 2.910561866625841713e-03 2.121691365886897371e-02 1.354144967041714118e-03  8.676644336830068027e-04 1.524269112715318474e-02 2.362990417911112705e-04 3.392885737205559617e-04 1.290531860991038591e-03 7.841692139713852400e-03 3.095172521561898905e-03 3.572204166173910292e-05 2.463763478501066568e-04
7.300000000000000000e+01 5.645253199943814360e-02 1.112851623517675109e-02 2.721394113767530796e-03 2.031823186761566938e-02 1.236014313074877344e-03  7.980331837577516038e-04 1.418317829290925876e-02 2.116452154275406581e-04 3.042101804006343345e-04 1.187032393197736064e-03 6.656160403577703749e-03 2.851736082816419635e-03 3.080457722285912219e-05 2.228640972110742591e-04
7.400000000000000000e+01 5.445725922909938621e-02 1.060593958156208147e-02 2.548112769493775069e-03 1.947079094345354616e-02 1.129510492084233189e-03  7.352879079051107339e-04 1.321705235990695317e-02 1.900248448774727881e-04 2.732270204607646657e-04 1.092862497559440480e-03 5.668108583740285103e-03 2.631575355628128221e-03 2.663027083227895408e-05 2.020215852527768334e-04
7.500000000000000000e+01 5.255138999825371970e-02 1.011836769826985130e-02 2.389104218844036176e-03 1.867091119238641767e-02 1.033331448603838718e-03  6.786268326294868326e-04 1.233438946331143204e-02 1.710183522427314781e-04 2.458034612294939469e-04 1.007073828416705282e-03 4.841736309023751163e-03 2.432067714921000434e-03 2.307659107866411987e-05 1.834993656304065388e-04
7.600000000000000000e+01 5.072977174347410162e-02 9.662886760298994640e-03 2.242944951886154288e-03 1.791523154672023527e-02 9.463387893357838197e-04  6.273547647567948894e-04 1.152649261579213359e-02 1.542699879493406728e-04 2.214814115276681329e-04 9.288258694213831794e-04 4.148238374127514831e-03 2.250930681289793189e-03 2.004283445330779157e-05 1.669995131094754320e-04
7.700000000000000000e+01 4.898761748612621980e-02 9.236867779946148632e-03 2.108376296062761893e-03 1.720067731903184710e-02 8.675350206986068985e-04  5.808672683788385690e-04 1.078571978421876375e-02 1.394772896879946139e-04 1.998680400381170458e-04 8.573723559879112581e-04 3.564343164532562253e-03 2.086172076436076071e-03 1.744595990172921536e-05 1.522672158138731310e-04
7.800000000000000000e+01 4.732047501032587283e-02 8.837934877437890122e-03 1.984282865298410588e-03 1.652443168126672621e-02 7.960442475492606959e-04  5.386374229444640784e-04 1.010533874678352928e-02 1.263824137741840483e-04 1.806256007852908869e-04 7.920495728958937753e-04 3.071175493214479881e-03 1.936048307291770481e-03 1.521726897758912030e-05 1.390838656164685013e-04
7.900000000000000000e+01 4.572419904703375199e-02 8.463937501882351153e-03 1.869674129200744276e-03 1.588391038673705319e-02 7.310957633010905935e-04  5.002047055797836971e-04 9.479404162014024027e-03 1.147649837658341632e-04 1.634629774232574718e-04 7.322662454589915371e-04 2.653367780237561417e-03 1.799029322042789954e-03 1.329975002569585832e-05 1.272613583313515566e-04
8.000000000000000000e+01 4.419492613201814191e-02 8.112926060542676246e-03 1.763668609121730405e-03 1.527673932171008664e-02 6.720100623938253612e-04  4.651656276412057954e-04 8.902653124759081493e-03 1.044361726864927918e-04 1.481286343495722216e-04 6.774947883014681036e-04 2.298362260039966531e-03 1.673769065130704514e-03 1.164594586937196183e-05 1.166373747840422355e-04
8.100000000000000000e+01 4.272905184636465598e-02 7.783130495499345630e-03 1.665480292084851746e-03 1.470073453147356136e-02 6.181868878042891301e-04  4.331658247983414460e-04 8.370416160831809990e-03 9.523379150772485536e-05 1.344047230791322104e-04 6.272637134863482105e-04 1.995860813669179251e-03 1.559080482579778670e-03 1.021623578953631821e-05 1.070714602438454138e-04
8.200000000000000000e+01 4.132321018361218012e-02 7.472941414723865798e-03 1.574406922403296522e-03 1.415388441499550523e-02 5.690949928267850007e-04  4.038933553884882814e-04 7.878541156682804941e-03 8.701820104026592275e-05 1.221021403187189829e-04 5.811510309816144294e-04 1.737389398469134415e-03 1.453914307040717882e-03 8.977446578717750299e-06 9.844175610281188633e-05
8.300000000000000000e+01 3.997425481825665761e-02 7.180893441721066667e-03 1.489819887227131472e-03 1.363433382408914263e-02 5.242633506886377071e-04  3.770730063221730500e-04 7.423328160677795592e-03 7.966889967617203216e-05 1.110563724716286967e-04 5.387785004190917548e-04 1.515951824313045964e-03 1.357340993973451572e-03 7.901725923599724099e-06 9.064226635798326736e-05
8.400000000000000000e+01 3.867924207698028582e-02 6.905650496053382555e-03 1.411155458638859187e-03 1.314036983854242370e-02 4.832735900783420298e-04  3.524614417216119099e-04 7.001473349631307658e-03 7.308166752141956898e-05 1.011239919502977000e-04 4.998066147374155858e-04 1.325753482972694000e-03 1.268535294169114954e-03 6.965625631270461192e-06 8.358056414208848148e-05
8.500000000000000000e+01 3.743541543711887548e-02 6.645992757750428248e-03 1.337907193169487292e-03 1.267040901900030880e-02 4.457534712364726536e-04  3.298430585148380686e-04 6.610020744918804030e-03 6.716616989568741688e-05 9.217969528681070992e-05 4.639302143792270829e-04 1.161980070169493654e-03 1.186763039378658504e-03 6.149353287821320841e-06 7.717586156415512128e-05
8.600000000000000000e+01 3.624019139705982745e-02 6.400805103078470969e-03 1.269619321244491554e-03 1.222298596530795728e-02 4.113712473948343841e-04  3.090264367853027020e-04 6.246320499908790229e-03 6.184394116043621719e-05 8.411379287009593904e-05 4.308746458562602729e-04 1.020619710169344075e-03 1.111369791795934229e-03 5.436159549900747806e-06 7.135738048951603490e-05
8.700000000000000000e+01 3.509114658088973576e-02 6.169066828410381051e-03 1.205880985318016300e-03 1.179674303025221756e-02 3.798307812516682849e-04  2.898412918714622123e-04 5.907992775094007137e-03 5.704668429540906267e-05 7.683007617456002179e-05 4.003923912124480273e-04 8.983194666283968004e-04 1.041771068181846817e-03 4.811835008157214579e-06 6.606297338923562083e-05
8.800000000000000000e+01 3.398600595502925675e-02 5.949842503846605388e-03 1.146321207278271428e-03 1.139042105771776760e-02 3.508673068054969559e-04  2.721358509036694742e-04 5.592896377284490086e-03 5.271483330200370449e-05 7.024400135439227955e-05 3.722601056193912883e-04 7.922691975076000780e-04 9.774438982808394006e-04 4.264295842036086078e-06 6.123795263083573013e-05
8.900000000000000000e+01 3.292263204811307631e-02 5.742273819484216592e-03 1.090604483920030576e-03 1.100285103071166858e-02 3.242437440118385128e-04  2.557745893124777309e-04 5.299101471255371169e-03 4.879633494847586140e-05 6.428113865998631477e-05 3.462760093696103016e-04 7.001072323216196757e-04 9.179195171621544686e-04 3.783241644696640893e-06 5.683409402772679220e-05
9.000000000000000000e+01 3.189901507724132723e-02 5.545572305393918836e-03 1.038426924501293725e-03 1.063294652888646143e-02 2.997474880074504238e-04  2.406362734198897206e-04 5.024865781430496586e-03 4.524561402382437804e-05 5.887584576812227309e-05 3.222575881707328226e-04 6.198435258175684359e-04 8.627770238881053710e-04 3.359872079790185019e-06 5.280878649627254821e-05
9.100000000000000000e+01 3.091326389417366205e-02 5.359012821924778909e-03 9.895128571684884324e-04 1.027969690744889170e-02 2.771876065702721199e-04  2.266122639304347225e-04 4.768613791839843366e-03 4.202269249680503526e-05 5.397013018615942620e-05 3.000395621169892318e-04 5.497968550720818987e-04 8.116378659132525951e-04 2.986651633827681547e-06 4.912430455818096747e-05
